step,id,x,y,z
6230,3,4.51304e+08,1.74261e+09,2.17627e+09
6230,4,9.58413e+08,1.97722e+09,1.16313e+09
6230,5,2.49402e+09,2.59585e+09,4.75662e+08
6230,6,7.38344e+08,1.68599e+09,1.032e+09
6230,7,3.75387e+08,1.03812e+09,2.04298e+09
6230,8,9.12483e+08,2.0382e+09,1.20138e+09
6230,9,6.3078e+08,2.1121e+09,1.50087e+09
6231,0,7.747e+08,1.91329e+09,1.36054e+09
6231,1,6.84579e+08,1.87827e+09,1.10944e+09
6231,2,1.51007e+09,2.07763e+09,7.62711e+08
6231,3,4.54825e+08,1.74097e+09,2.17506e+09
6231,4,9.50566e+08,1.97486e+09,1.16193e+09
6231,5,2.4996e+09,2.60784e+09,4.79087e+08
6231,6,7.44458e+08,1.68618e+09,1.03081e+09
6231,7,3.78486e+08,1.03862e+09,2.05099e+09
6231,8,9.09589e+08,2.034e+09,1.21318e+09
6231,9,6.29243e+08,2.12079e+09,1.49757e+09
6232,0,7.67104e+08,1.91141e+09,1.36127e+09
6232,1,6.87384e+08,1.88694e+09,1.09319e+09
6232,2,1.50366e+09,2.07721e+09,7.56907e+08
6232,3,4.58367e+08,1.73932e+09,2.17379e+09
6232,4,9.42268e+08,1.97273e+09,1.1611e+09
6232,5,2.50515e+09,2.61983e+09,4.82522e+08
6232,6,7.50595e+08,1.68667e+09,1.0298e+09
6232,7,3.81601e+08,1.03918e+09,2.05899e+09
6232,8,9.06628e+08,2.02942e+09,1.22487e+09
6232,9,6.27845e+08,2.12933e+09,1.49411e+09
6233,0,7.59603e+08,1.9097e+09,1.36172e+09
6233,1,6.9046e+08,1.89559e+09,1.07713e+09
6233,2,1.49719e+09,2.07678e+09,7.51152e+08
6233,3,4.6193e+08,1.73768e+09,2.17245e+09
6233,4,9.33557e+08,1.9708e+09,1.16066e+09
6233,5,2.51068e+09,2.6318e+09,4.85965e+08
6233,6,7.56751e+08,1.68744e+09,1.02896e+09
6233,7,3.84731e+08,1.03977e+09,2.06696e+09
6233,8,9.03563e+08,2.02449e+09,1.23642e+09
6233,9,6.26588e+08,2.13771e+09,1.49048e+09
6234,0,7.52221e+08,1.90816e+09,1.36191e+09
6234,1,6.93799e+08,1.90419e+09,1.06128e+09
6234,2,1.49064e+09,2.07633e+09,7.45444e+08
6234,3,4.65513e+08,1.73604e+09,2.17104e+09
6234,4,9.2447e+08,1.96903e+09,1.16065e+09
6234,5,2.51619e+09,2.64376e+09,4.89418e+08
6234,6,7.62922e+08,1.68851e+09,1.02828e+09
6234,7,3.87877e+08,1.04042e+09,2.07491e+09
6234,8,9.0036e+08,2.01924e+09,1.24778e+09
6234,9,6.25469e+08,2.14593e+09,1.48668e+09
6235,0,7.44982e+08,1.90681e+09,1.36182e+09
6235,1,6.9739e+08,1.91273e+09,1.04566e+09
6235,2,1.48404e+09,2.07586e+09,7.39784e+08
6235,3,4.69116e+08,1.73441e+09,2.16957e+09
6235,4,9.15043e+08,1.96738e+09,1.16107e+09
6235,5,2.52168e+09,2.65572e+09,4.92879e+08
6235,6,7.69106e+08,1.68988e+09,1.02776e+09
6235,7,3.91037e+08,1.04111e+09,2.08284e+09
6235,8,8.96987e+08,2.01369e+09,1.25895e+09
6235,9,6.24488e+08,2.15398e+09,1.48273e+09
6236,0,7.37909e+08,1.90565e+09,1.36149e+09
6236,1,7.0122e+08,1.9212e+09,1.0303e+09
6236,2,1.47737e+09,2.07539e+09,7.34172e+08
6236,3,4.72738e+08,1.73277e+09,2.16804e+09
6236,4,9.05309e+08,1.96582e+09,1.16192e+09
6236,5,2.52714e+09,2.66766e+09,4.96349e+08
6236,6,7.753e+08,1.69153e+09,1.02739e+09
6236,7,3.94213e+08,1.04185e+09,2.09074e+09
6236,8,8.93418e+08,2.00789e+09,1.26989e+09
6236,9,6.23644e+08,2.16185e+09,1.47862e+09
6237,0,7.31027e+08,1.90468e+09,1.3609e+09
6237,1,7.05273e+08,1.9296e+09,1.01521e+09
6237,2,1.47063e+09,2.0749e+09,7.2861e+08
6237,3,4.7638e+08,1.73114e+09,2.16645e+09
6237,4,8.95299e+08,1.96431e+09,1.16318e+09
6237,5,2.53259e+09,2.67959e+09,4.99827e+08
6237,6,7.81499e+08,1.69348e+09,1.02716e+09
6237,7,3.97403e+08,1.04263e+09,2.09861e+09
6237,8,8.89627e+08,2.00186e+09,1.2806e+09
6237,9,6.22936e+08,2.16955e+09,1.47437e+09
6238,0,7.24358e+08,1.9039e+09,1.36006e+09
6238,1,7.09534e+08,1.93791e+09,1.00039e+09
6238,2,1.46382e+09,2.0744e+09,7.23097e+08
6238,3,4.80041e+08,1.72952e+09,2.16479e+09
6238,4,8.85042e+08,1.96282e+09,1.16484e+09
6238,5,2.53801e+09,2.69152e+09,5.03313e+08
6238,6,7.87702e+08,1.69571e+09,1.02707e+09
6238,7,4.00608e+08,1.04346e+09,2.10647e+09
6238,8,8.85594e+08,1.99564e+09,1.29107e+09
6238,9,6.22362e+08,2.17706e+09,1.46997e+09
6239,0,7.17925e+08,1.90333e+09,1.359e+09
6239,1,7.13982e+08,1.94613e+09,9.85865e+08
6239,2,1.45695e+09,2.07388e+09,7.17633e+08
6239,3,4.83721e+08,1.72789e+09,2.16306e+09
6239,4,8.74566e+08,1.96133e+09,1.16688e+09
6239,5,2.54341e+09,2.70343e+09,5.06806e+08
6239,6,7.93903e+08,1.69822e+09,1.02712e+09
6239,7,4.03827e+08,1.04434e+09,2.11429e+09
6239,8,8.81301e+08,1.98924e+09,1.30131e+09
6239,9,6.21921e+08,2.18439e+09,1.46543e+09
6240,0,7.11752e+08,1.90295e+09,1.3577e+09
6240,1,7.18599e+08,1.95425e+09,9.71632e+08
6240,2,1.45002e+09,2.07335e+09,7.12219e+08
6240,3,4.87419e+08,1.72627e+09,2.16128e+09
6240,4,8.63896e+08,1.95981e+09,1.16928e+09
6240,5,2.5488e+09,2.71533e+09,5.10307e+08
6240,6,8.001e+08,1.70101e+09,1.0273e+09
6240,7,4.07061e+08,1.04526e+09,2.1221e+09
6240,8,8.76731e+08,1.98269e+09,1.31131e+09
6240,9,6.21611e+08,2.19152e+09,1.46076e+09
6241,0,7.05861e+08,1.90278e+09,1.3562e+09
6241,1,7.23364e+08,1.96227e+09,9.57692e+08
6241,2,1.44302e+09,2.0728e+09,7.06856e+08
6241,3,4.91136e+08,1.72465e+09,2.15942e+09
6241,4,8.53057e+08,1.95826e+09,1.17201e+09
6241,5,2.55416e+09,2.72723e+09,5.13816e+08
6241,6,8.06286e+08,1.70408e+09,1.02763e+09
6241,7,4.10308e+08,1.04623e+09,2.12987e+09
6241,8,8.71871e+08,1.97601e+09,1.32107e+09
6241,9,6.21428e+08,2.19846e+09,1.45596e+09
6242,0,7.00274e+08,1.9028e+09,1.35448e+09
6242,1,7.28259e+08,1.97019e+09,9.44043e+08
6242,2,1.43595e+09,2.07224e+09,7.01543e+08
6242,3,4.94871e+08,1.72304e+09,2.15751e+09
6242,4,8.42074e+08,1.95665e+09,1.17507e+09
6242,5,2.5595e+09,2.73911e+09,5.17331e+08
6242,6,8.12456e+08,1.70742e+09,1.0281e+09
6242,7,4.13569e+08,1.04725e+09,2.13763e+09
6242,8,8.6671e+08,1.96924e+09,1.33059e+09
6242,9,6.21371e+08,2.20519e+09,1.45104e+09
6243,0,6.95012e+08,1.90301e+09,1.35258e+09
6243,1,7.33264e+08,1.978e+09,9.30679e+08
6243,2,1.42882e+09,2.07167e+09,6.9628e+08
6243,3,4.98624e+08,1.72143e+09,2.15553e+09
6243,4,8.30968e+08,1.95498e+09,1.17843e+09
6243,5,2.56483e+09,2.75099e+09,5.20854e+08
6243,6,8.18604e+08,1.71103e+09,1.0287e+09
6243,7,4.16844e+08,1.04831e+09,2.14535e+09
6243,8,8.61238e+08,1.96237e+09,1.33987e+09
6243,9,6.21435e+08,2.21172e+09,1.446e+09
6244,0,6.90098e+08,1.9034e+09,1.35049e+09
6244,1,7.38364e+08,1.98571e+09,9.1759e+08
6244,2,1.42162e+09,2.07108e+09,6.9107e+08
6244,3,5.02395e+08,1.71982e+09,2.15348e+09
6244,4,8.19759e+08,1.95323e+09,1.18209e+09
6244,5,2.57013e+09,2.76285e+09,5.24383e+08
6244,6,8.24723e+08,1.71489e+09,1.02945e+09
6244,7,4.20132e+08,1.04942e+09,2.15305e+09
6244,8,8.55446e+08,1.95544e+09,1.34891e+09
6244,9,6.21617e+08,2.21805e+09,1.44084e+09
6245,0,6.8555e+08,1.90398e+09,1.34823e+09
6245,1,7.43543e+08,1.99332e+09,9.04768e+08
6245,2,1.41436e+09,2.07048e+09,6.85911e+08
6245,3,5.06184e+08,1.71821e+09,2.15138e+09
6245,4,8.08465e+08,1.9514e+09,1.18604e+09
6245,5,2.57542e+09,2.77471e+09,5.27919e+08
6245,6,8.30805e+08,1.71901e+09,1.03034e+09
6245,7,4.23434e+08,1.05057e+09,2.16073e+09
6245,8,8.4933e+08,1.94845e+09,1.35768e+09
6245,9,6.21914e+08,2.22416e+09,1.43559e+09
6246,0,6.81386e+08,1.90473e+09,1.34581e+09
6246,1,7.48788e+08,2.00083e+09,8.922e+08
6246,2,1.40703e+09,2.06986e+09,6.80804e+08
6246,3,5.0999e+08,1.71661e+09,2.1492e+09
6246,4,7.971e+08,1.94948e+09,1.19028e+09
6246,5,2.58068e+09,2.78655e+09,5.31461e+08
6246,6,8.36841e+08,1.72337e+09,1.03138e+09
6246,7,4.26749e+08,1.05177e+09,2.16837e+09
6246,8,8.42884e+08,1.94144e+09,1.3662e+09
6246,9,6.2232e+08,2.23006e+09,1.43023e+09
6247,0,6.77625e+08,1.90565e+09,1.34325e+09
6247,1,7.54089e+08,2.00824e+09,8.79875e+08
6247,2,1.39963e+09,2.06922e+09,6.75751e+08
6247,3,5.13813e+08,1.71501e+09,2.14697e+09
6247,4,7.85676e+08,1.94747e+09,1.19483e+09
6247,5,2.58593e+09,2.79839e+09,5.35009e+08
6247,6,8.42824e+08,1.72798e+09,1.03257e+09
6247,7,4.30077e+08,1.05302e+09,2.17599e+09
6247,8,8.36108e+08,1.9344e+09,1.37444e+09
6247,9,6.22831e+08,2.23574e+09,1.42478e+09
6248,0,6.7428e+08,1.90671e+09,1.34056e+09
6248,1,7.59438e+08,2.01556e+09,8.6778e+08
6248,2,1.39217e+09,2.06858e+09,6.7075e+08
6248,3,5.17653e+08,1.71342e+09,2.14466e+09
6248,4,7.74203e+08,1.94536e+09,1.19968e+09
6248,5,2.59116e+09,2.81022e+09,5.38564e+08
6248,6,8.48744e+08,1.73281e+09,1.0339e+09
6248,7,4.33418e+08,1.05432e+09,2.18359e+09
6248,8,8.29001e+08,1.92737e+09,1.38241e+09
6248,9,6.23443e+08,2.2412e+09,1.41924e+09
6249,0,6.71364e+08,1.90792e+09,1.33775e+09
6249,1,7.64827e+08,2.02278e+09,8.55904e+08
6249,2,1.38464e+09,2.06791e+09,6.65804e+08
6249,3,5.2151e+08,1.71182e+09,2.14229e+09
6249,4,7.62687e+08,1.94315e+09,1.20484e+09
6249,5,2.59637e+09,2.82203e+09,5.42125e+08
6249,6,8.54594e+08,1.73787e+09,1.03538e+09
6249,7,4.36771e+08,1.05565e+09,2.19115e+09
6249,8,8.21567e+08,1.92035e+09,1.39007e+09
6249,9,6.2415e+08,2.24644e+09,1.41361e+09
6250,0,6.68887e+08,1.90926e+09,1.33482e+09
6250,1,7.70251e+08,2.02992e+09,8.44235e+08
6250,2,1.37704e+09,2.06723e+09,6.60912e+08
6250,3,5.25383e+08,1.71024e+09,2.13986e+09
6250,4,7.51133e+08,1.94085e+09,1.21034e+09
6250,5,2.60157e+09,2.83384e+09,5.45691e+08
6250,6,8.60364e+08,1.74314e+09,1.03701e+09
6250,7,4.40137e+08,1.05704e+09,2.19869e+09
6250,8,8.1381e+08,1.91337e+09,1.39742e+09
6250,9,6.24948e+08,2.25146e+09,1.40791e+09
6251,0,6.66855e+08,1.91071e+09,1.33179e+09
6251,1,7.75706e+08,2.03698e+09,8.32763e+08
6251,2,1.36937e+09,2.06654e+09,6.56076e+08
6251,3,5.29273e+08,1.70865e+09,2.13736e+09
6251,4,7.39542e+08,1.93844e+09,1.21619e+09
6251,5,2.60674e+09,2.84564e+09,5.49263e+08
6251,6,8.66048e+08,1.74862e+09,1.03879e+09
6251,7,4.43516e+08,1.05847e+09,2.2062e+09
6251,8,8.05739e+08,1.90645e+09,1.40445e+09
6251,9,6.25831e+08,2.25626e+09,1.40213e+09
6252,0,6.6527e+08,1.91225e+09,1.32865e+09
6252,1,7.81189e+08,2.04396e+09,8.21478e+08
6252,2,1.36163e+09,2.06584e+09,6.51295e+08
6252,3,5.33179e+08,1.70707e+09,2.13479e+09
6252,4,7.27917e+08,1.93594e+09,1.22241e+09
6252,5,2.6119e+09,2.85743e+09,5.52841e+08
6252,6,8.71639e+08,1.75428e+09,1.04072e+09
6252,7,4.46906e+08,1.05995e+09,2.21368e+09
6252,8,7.97366e+08,1.89959e+09,1.41114e+09
6252,9,6.26795e+08,2.26083e+09,1.39627e+09
6253,0,6.64129e+08,1.91388e+09,1.32541e+09
6253,1,7.86698e+08,2.05086e+09,8.10371e+08
6253,2,1.35382e+09,2.06511e+09,6.46572e+08
6253,3,5.37101e+08,1.7055e+09,2.13216e+09
6253,4,7.16257e+08,1.93335e+09,1.22905e+09
6253,5,2.61704e+09,2.86921e+09,5.56424e+08
6253,6,8.77129e+08,1.76013e+09,1.04278e+09
6253,7,4.50309e+08,1.06147e+09,2.22113e+09
6253,8,7.88703e+08,1.89283e+09,1.41748e+09
6253,9,6.27834e+08,2.26518e+09,1.39036e+09
6254,0,6.63423e+08,1.91558e+09,1.32206e+09
6254,1,7.92231e+08,2.05769e+09,7.99432e+08
6254,2,1.34594e+09,2.06438e+09,6.41907e+08
6254,3,5.41038e+08,1.70393e+09,2.12946e+09
6254,4,7.04566e+08,1.93066e+09,1.23612e+09
6254,5,2.62217e+09,2.88098e+09,5.60013e+08
6254,6,8.82513e+08,1.76614e+09,1.04499e+09
6254,7,4.53724e+08,1.06304e+09,2.22855e+09
6254,8,7.7977e+08,1.88617e+09,1.42346e+09
6254,9,6.28944e+08,2.26931e+09,1.38438e+09
6255,0,6.63132e+08,1.91732e+09,1.31858e+09
6255,1,7.97789e+08,2.06445e+09,7.88655e+08
6255,2,1.33799e+09,2.06363e+09,6.373e+08
6255,3,5.44991e+08,1.70236e+09,2.12669e+09
6255,4,6.92853e+08,1.92789e+09,1.24368e+09
6255,5,2.62727e+09,2.89275e+09,5.63606e+08
6255,6,8.87788e+08,1.77232e+09,1.04733e+09
6255,7,4.5715e+08,1.06465e+09,2.23594e+09
6255,8,7.70583e+08,1.87964e+09,1.42905e+09
6255,9,6.30119e+08,2.27321e+09,1.37834e+09
6256,0,6.63223e+08,1.91909e+09,1.31498e+09
6256,1,8.0337e+08,2.07115e+09,7.78032e+08
6256,2,1.32996e+09,2.06286e+09,6.32753e+08
6256,3,5.48959e+08,1.7008e+09,2.12385e+09
6256,4,6.81141e+08,1.92504e+09,1.25175e+09
6256,5,2.63236e+09,2.9045e+09,5.67205e+08
6256,6,8.92948e+08,1.77864e+09,1.04981e+09
6256,7,4.60588e+08,1.06631e+09,2.2433e+09
6256,8,7.61166e+08,1.87325e+09,1.43427e+09
6256,9,6.31356e+08,2.27688e+09,1.37226e+09
6257,0,6.63644e+08,1.92085e+09,1.31123e+09
6257,1,8.08975e+08,2.07778e+09,7.67555e+08
6257,2,1.32186e+09,2.06209e+09,6.28266e+08
6257,3,5.52942e+08,1.69925e+09,2.12094e+09
6257,4,6.69471e+08,1.92214e+09,1.26035e+09
6257,5,2.63744e+09,2.91625e+09,5.70808e+08
6257,6,8.9799e+08,1.78511e+09,1.05242e+09
6257,7,4.64038e+08,1.06802e+09,2.25063e+09
6257,8,7.51541e+08,1.86701e+09,1.43909e+09
6257,9,6.32649e+08,2.28034e+09,1.36612e+09
6258,0,6.64316e+08,1.92258e+09,1.30736e+09
6258,1,8.14605e+08,2.08436e+09,7.57219e+08
6258,2,1.31368e+09,2.0613e+09,6.23842e+08
6258,3,5.56939e+08,1.6977e+09,2.11797e+09
6258,4,6.57918e+08,1.91921e+09,1.26948e+09
6258,5,2.6425e+09,2.92798e+09,5.74417e+08
6258,6,9.02912e+08,1.7917e+09,1.05515e+09
6258,7,4.67499e+08,1.06977e+09,2.25793e+09
6258,8,7.4173e+08,1.86093e+09,1.44352e+09
6258,9,6.33996e+08,2.28357e+09,1.35993e+09
6259,0,6.65133e+08,1.92424e+09,1.3034e+09
6259,1,8.20259e+08,2.09088e+09,7.47018e+08
6259,2,1.30543e+09,2.0605e+09,6.19481e+08
6259,3,5.60949e+08,1.69615e+09,2.11492e+09
6259,4,6.46585e+08,1.9163e+09,1.27909e+09
6259,5,2.64754e+09,2.93971e+09,5.7803e+08
6259,6,9.07712e+08,1.79842e+09,1.05801e+09
6259,7,4.70971e+08,1.07156e+09,2.2652e+09
6259,8,7.31756e+08,1.85504e+09,1.44757e+09
6259,9,6.3539e+08,2.28658e+09,1.35371e+09
6260,0,6.6598e+08,1.92578e+09,1.29945e+09
6260,1,8.25941e+08,2.09734e+09,7.36946e+08
6260,2,1.29709e+09,2.05968e+09,6.15183e+08
6260,3,5.64974e+08,1.69462e+09,2.1118e+09
6260,4,6.35596e+08,1.91344e+09,1.28908e+09
6260,5,2.65256e+09,2.95143e+09,5.81648e+08
6260,6,9.12386e+08,1.80525e+09,1.06097e+09
6260,7,4.74453e+08,1.0734e+09,2.27243e+09
6260,8,7.21641e+08,1.84933e+09,1.45122e+09
6260,9,6.3683e+08,2.28938e+09,1.34745e+09
6261,0,6.6675e+08,1.92717e+09,1.29561e+09
6261,1,8.31651e+08,2.10374e+09,7.26998e+08
6261,2,1.28868e+09,2.05886e+09,6.10952e+08
6261,3,5.69011e+08,1.69308e+09,2.10861e+09
6261,4,6.25059e+08,1.91067e+09,1.29932e+09
6261,5,2.65757e+09,2.96314e+09,5.8527e+08
6261,6,9.16935e+08,1.81219e+09,1.06406e+09
6261,7,4.77947e+08,1.07529e+09,2.27964e+09
6261,8,7.11404e+08,1.84381e+09,1.45449e+09
6261,9,6.3831e+08,2.29195e+09,1.34115e+09
6262,0,6.67374e+08,1.92839e+09,1.29195e+09
6262,1,8.3739e+08,2.1101e+09,7.17169e+08
6262,2,1.28018e+09,2.05803e+09,6.06787e+08
6262,3,5.73061e+08,1.69156e+09,2.10535e+09
6262,4,6.15044e+08,1.908e+09,1.3097e+09
6262,5,2.66257e+09,2.97484e+09,5.88896e+08
6262,6,9.21355e+08,1.81923e+09,1.06724e+09
6262,7,4.81451e+08,1.07722e+09,2.2868e+09
6262,8,7.0106e+08,1.8385e+09,1.45738e+09
6262,9,6.39829e+08,2.29431e+09,1.33482e+09
6263,0,6.67819e+08,1.92945e+09,1.28856e+09
6263,1,8.43162e+08,2.1164e+09,7.07455e+08
6263,2,1.2716e+09,2.05719e+09,6.0269e+08
6263,3,5.77122e+08,1.69004e+09,2.10201e+09
6263,4,6.05577e+08,1.90544e+09,1.32012e+09
6263,5,2.66754e+09,2.98653e+09,5.92527e+08
6263,6,9.25645e+08,1.82637e+09,1.07054e+09
6263,7,4.84965e+08,1.07919e+09,2.29394e+09
6263,8,6.90623e+08,1.83339e+09,1.4599e+09
6263,9,6.41384e+08,2.29646e+09,1.32847e+09
6264,0,6.6808e+08,1.93033e+09,1.28546e+09
6264,1,8.48968e+08,2.12266e+09,6.97851e+08
6264,2,1.26293e+09,2.05634e+09,5.98662e+08
6264,3,5.81194e+08,1.68853e+09,2.0986e+09
6264,4,5.96655e+08,1.90296e+09,1.33053e+09
6264,5,2.67251e+09,2.99821e+09,5.96162e+08
6264,6,9.29804e+08,1.8336e+09,1.07392e+09
6264,7,4.8849e+08,1.08121e+09,2.30104e+09
6264,8,6.80105e+08,1.82849e+09,1.46206e+09
6264,9,6.42971e+08,2.2984e+09,1.32209e+09
6265,0,6.68167e+08,1.93106e+09,1.28267e+09
6265,1,8.5481e+08,2.12886e+09,6.88353e+08
6265,2,1.25418e+09,2.05549e+09,5.94705e+08
6265,3,5.85277e+08,1.68703e+09,2.09511e+09
6265,4,5.88257e+08,1.90053e+09,1.34093e+09
6265,5,2.67746e+09,3e+09,5.99801e+08
6265,6,9.33831e+08,1.84091e+09,1.07741e+09
6265,7,4.92024e+08,1.08327e+09,2.30811e+09
6265,8,6.69513e+08,1.8238e+09,1.46387e+09
6265,9,6.4459e+08,2.30013e+09,1.31569e+09
6266,0,6.68097e+08,1.93165e+09,1.28018e+09
6266,1,8.60693e+08,2.13502e+09,6.78958e+08
6266,2,1.24533e+09,2.05463e+09,5.90821e+08
6266,3,5.89369e+08,1.68554e+09,2.09155e+09
6266,4,5.80359e+08,1.89814e+09,1.3513e+09
6266,5,2.68239e+09,2.98832e+09,6.03445e+08
6266,6,9.37722e+08,1.8483e+09,1.08098e+09
6266,7,4.95568e+08,1.08537e+09,2.31514e+09
6266,8,6.58855e+08,1.81935e+09,1.46533e+09
6266,9,6.46237e+08,2.30166e+09,1.30927e+09
6267,0,6.67889e+08,1.93212e+09,1.27798e+09
6267,1,8.66618e+08,2.14112e+09,6.69661e+08
6267,2,1.23639e+09,2.05377e+09,5.8701e+08
6267,3,5.93469e+08,1.68405e+09,2.08791e+09
6267,4,5.72935e+08,1.89575e+09,1.36164e+09
6267,5,2.68731e+09,2.97663e+09,6.07092e+08
6267,6,9.41478e+08,1.85576e+09,1.08464e+09
6267,7,4.99121e+08,1.08752e+09,2.32214e+09
6267,8,6.48134e+08,1.81513e+09,1.46646e+09
6267,9,6.47911e+08,2.30299e+09,1.30284e+09
6268,0,6.67558e+08,1.93247e+09,1.27605e+09
6268,1,8.72589e+08,2.14718e+09,6.60459e+08
6268,2,1.22736e+09,2.05292e+09,5.83273e+08
6268,3,5.97577e+08,1.68258e+09,2.08419e+09
6268,4,5.65965e+08,1.89332e+09,1.37198e+09
6268,5,2.69221e+09,2.96493e+09,6.10743e+08
6268,6,9.45097e+08,1.86329e+09,1.08838e+09
6268,7,5.02683e+08,1.08971e+09,2.3291e+09
6268,8,6.37354e+08,1.81115e+09,1.46726e+09
6268,9,6.49611e+08,2.30412e+09,1.29639e+09
6269,0,6.67122e+08,1.93273e+09,1.27439e+09
6269,1,8.7861e+08,2.15318e+09,6.51349e+08
6269,2,1.21823e+09,2.05207e+09,5.79613e+08
6269,3,6.01692e+08,1.68111e+09,2.08039e+09
6269,4,5.59429e+08,1.89083e+09,1.38233e+09
6269,5,2.6971e+09,2.95322e+09,6.14398e+08
6269,6,9.48576e+08,1.87089e+09,1.0922e+09
6269,7,5.06255e+08,1.09194e+09,2.33603e+09
6269,8,6.26517e+08,1.80743e+09,1.46774e+09
6269,9,6.51337e+08,2.30505e+09,1.28993e+09
6270,0,6.66592e+08,1.93289e+09,1.27296e+09
6270,1,8.84684e+08,2.15913e+09,6.42327e+08
6270,2,1.20899e+09,2.05122e+09,5.7603e+08
6270,3,6.05812e+08,1.67966e+09,2.07651e+09
6270,4,5.53313e+08,1.88822e+09,1.3927e+09
6270,5,2.70197e+09,2.9415e+09,6.18057e+08
6270,6,9.51916e+08,1.87856e+09,1.09609e+09
6270,7,5.09835e+08,1.09422e+09,2.34292e+09
6270,8,6.15625e+08,1.80397e+09,1.4679e+09
6270,9,6.53086e+08,2.30579e+09,1.28347e+09
6271,0,6.65982e+08,1.93297e+09,1.27176e+09
6271,1,8.90816e+08,2.16502e+09,6.3339e+08
6271,2,1.19966e+09,2.05039e+09,5.72526e+08
6271,3,6.09937e+08,1.67821e+09,2.07255e+09
6271,4,5.47603e+08,1.88548e+09,1.40309e+09
6271,5,2.70682e+09,2.92978e+09,6.2172e+08
6271,6,9.55114e+08,1.88628e+09,1.10005e+09
6271,7,5.13424e+08,1.09654e+09,2.34977e+09
6271,8,6.0468e+08,1.80081e+09,1.46777e+09
6271,9,6.54859e+08,2.30634e+09,1.277e+09
6272,0,6.65299e+08,1.93298e+09,1.27078e+09
6272,1,8.97009e+08,2.17085e+09,6.24535e+08
6272,2,1.19021e+09,2.04957e+09,5.69102e+08
6272,3,6.14065e+08,1.67678e+09,2.06851e+09
6272,4,5.42287e+08,1.88255e+09,1.41352e+09
6272,5,2.71166e+09,2.91804e+09,6.25387e+08
6272,6,9.5817e+08,1.89405e+09,1.10408e+09
6272,7,5.17021e+08,1.0989e+09,2.35658e+09
6272,8,5.93683e+08,1.79795e+09,1.46735e+09
6272,9,6.56655e+08,2.30671e+09,1.27052e+09
6273,0,6.64554e+08,1.93293e+09,1.26999e+09
6273,1,9.03269e+08,2.17662e+09,6.1576e+08
6273,2,1.18066e+09,2.04877e+09,5.65758e+08
6273,3,6.18194e+08,1.67536e+09,2.06439e+09
6273,4,5.37353e+08,1.87939e+09,1.42397e+09
6273,5,2.71649e+09,2.9063e+09,6.29057e+08
6273,6,9.61082e+08,1.90188e+09,1.10817e+09
6273,7,5.20626e+08,1.1013e+09,2.36336e+09
6273,8,5.82636e+08,1.79542e+09,1.46665e+09
6273,9,6.58474e+08,2.30688e+09,1.26404e+09
6274,0,6.63753e+08,1.93282e+09,1.26939e+09
6274,1,9.096e+08,2.18231e+09,6.07061e+08
6274,2,1.171e+09,2.048e+09,5.62496e+08
6274,3,6.22325e+08,1.67396e+09,2.06018e+09
6274,4,5.32786e+08,1.87595e+09,1.43444e+09
6274,5,2.7213e+09,2.89456e+09,6.32731e+08
6274,6,9.63849e+08,1.90975e+09,1.11232e+09
6274,7,5.24238e+08,1.10374e+09,2.3701e+09
6274,8,5.71547e+08,1.79325e+09,1.46571e+09
6274,9,6.60316e+08,2.30688e+09,1.25756e+09
6275,0,6.62902e+08,1.93267e+09,1.26896e+09
6275,1,9.16005e+08,2.18794e+09,5.98438e+08
6275,2,1.16121e+09,2.04727e+09,5.59316e+08
6275,3,6.26454e+08,1.67256e+09,2.0559e+09
6275,4,5.28567e+08,1.87219e+09,1.44491e+09
6275,5,2.72609e+09,2.8828e+09,6.36409e+08
6275,6,9.6647e+08,1.91767e+09,1.11652e+09
6275,7,5.27858e+08,1.10622e+09,2.3768e+09
6275,8,5.60423e+08,1.79144e+09,1.46454e+09
6275,9,6.6218e+08,2.30669e+09,1.25107e+09
6276,0,6.62007e+08,1.93247e+09,1.26869e+09
6276,1,9.2249e+08,2.19348e+09,5.89888e+08
6276,2,1.15131e+09,2.04657e+09,5.56219e+08
6276,3,6.30582e+08,1.67119e+09,2.05152e+09
6276,4,5.2467e+08,1.86807e+09,1.45533e+09
6276,5,2.73087e+09,2.87104e+09,6.40091e+08
6276,6,9.68945e+08,1.92562e+09,1.12077e+09
6276,7,5.31486e+08,1.10874e+09,2.38347e+09
6276,8,5.49279e+08,1.79003e+09,1.46318e+09
6276,9,6.64068e+08,2.30633e+09,1.24459e+09
6277,0,6.6107e+08,1.93224e+09,1.26857e+09
6277,1,9.29058e+08,2.19893e+09,5.81409e+08
6277,2,1.14129e+09,2.04592e+09,5.53204e+08
6277,3,6.34706e+08,1.66982e+09,2.04706e+09
6277,4,5.21059e+08,1.86354e+09,1.46566e+09
6277,5,2.73563e+09,2.85927e+09,6.43776e+08
6277,6,9.71271e+08,1.93362e+09,1.12507e+09
6277,7,5.3512e+08,1.1113e+09,2.39009e+09
6277,8,5.38134e+08,1.78904e+09,1.46169e+09
6277,9,6.6598e+08,2.30579e+09,1.23812e+09
6278,0,6.60096e+08,1.93198e+09,1.2686e+09
6278,1,9.35712e+08,2.20428e+09,5.73001e+08
6278,2,1.13114e+09,2.04533e+09,5.50272e+08
6278,3,6.38825e+08,1.66848e+09,2.04252e+09
6278,4,5.17689e+08,1.85859e+09,1.47583e+09
6278,5,2.74037e+09,2.84749e+09,6.47465e+08
